Time_Stamps,AC_CabinTemp,AC_CabinTemp_FC,VEC,VEC_FC,VS
4211,23.37,23.56,0.92,0.69,62.75
4212,29.61,27.42,0.21,0.88,91.6
4213,29.08,22.95,0.6,0.34,45.26
4214,25.04,23.28,0.4,0.27,62.62
4215,30.29,27.41,0.77,0.85,60.89
4216,32.66,25.97,0.61,0.39,41.51
4217,22.54,34.03,0.49,0.71,61.49
4218,28.48,26.88,0.91,0.15,25.93
4219,30.96,31.85,0.38,0.76,37.8
4220,25.28,28.89,0.22,0.55,44.23
4221,26.0,31.15,0.61,0.27,86.4
4222,29.98,25.38,0.62,0.49,34.83
4223,33.67,34.24,0.44,0.7,63.51
4224,32.53,28.89,0.49,0.01,21.34
4225,29.58,32.81,0.96,0.64,25.26
4226,31.49,26.75,0.73,0.54,64.84
4227,26.74,23.3,0.11,0.22,76.23
4228,30.33,30.76,0.21,0.75,46.21
4229,28.06,22.1,0.98,0.3,33.51
4230,24.47,28.18,0.73,0.28,91.03
4231,31.12,24.51,0.92,0.47,13.58
4232,29.23,30.16,0.3,0.68,72.07
4233,26.66,34.73,0.74,0.93,69.02
4234,33.85,28.04,0.71,0.14,69.02
4235,22.27,32.63,0.29,0.4,93.54
4236,26.11,28.6,0.55,0.07,72.82
4237,22.74,28.45,0.63,0.76,30.16
4238,31.96,34.1,0.48,0.45,35.34
4239,31.13,33.57,0.83,0.71,39.11
4240,26.31,32.22,0.83,0.32,3.08
4241,30.78,25.85,0.85,0.84,91.35
4242,27.15,29.09,0.8,0.53,7.36
4243,31.83,24.91,0.49,0.94,69.98
4244,27.9,27.77,0.38,0.08,73.02
4245,27.36,28.29,0.83,0.51,84.37
4246,34.15,32.81,0.49,0.77,55.34
4247,25.26,33.65,0.25,0.6,72.53
4248,23.57,27.39,0.51,0.02,30.27
4249,29.6,22.23,0.14,0.97,74.56
4250,34.6,33.2,0.69,0.3,34.34
4251,26.91,24.27,0.34,0.25,90.28
4252,22.81,30.08,0.26,0.49,16.34
4253,26.41,22.32,0.96,0.54,31.58
4254,28.58,27.19,0.78,0.77,49.88
4255,24.1,34.82,0.79,0.39,77.59
4256,30.56,23.31,0.62,0.44,74.88
4257,34.97,27.51,0.84,0.53,21.07
4258,27.87,25.99,0.76,0.39,14.42
4259,26.61,33.77,0.6,0.91,30.4
4260,27.21,33.3,0.96,0.85,48.38
4261,23.5,25.09,0.19,0.45,53.9
4262,33.48,23.06,0.94,0.0,42.91
4263,27.39,30.15,0.4,0.9,66.31
4264,27.03,26.37,0.53,0.12,42.76
4265,30.58,30.74,0.12,0.24,94.63
4266,27.75,22.42,0.54,0.15,26.1
4267,30.43,23.73,0.61,0.18,62.74
4268,22.8,30.92,1.0,0.8,61.14
4269,32.58,24.76,0.98,0.58,28.16
4270,34.23,33.15,0.97,0.96,41.17
4271,30.43,22.76,0.35,0.23,36.55
4272,34.41,24.8,0.99,0.49,17.25
4273,23.97,34.98,0.46,0.98,47.73
4274,28.21,27.63,0.85,0.83,38.67
4275,29.82,31.14,0.22,0.73,17.83
4276,29.56,24.37,0.51,0.19,44.99
4277,27.22,29.93,0.97,0.77,42.18
4278,26.4,31.44,0.95,0.35,13.14
4279,23.65,26.09,0.68,0.53,13.12
4280,27.09,32.78,0.8,0.61,64.75
4281,24.11,29.84,0.18,0.61,70.66
4282,31.55,27.06,0.72,0.73,94.12
4283,24.71,29.25,0.62,0.66,8.7
4284,22.76,29.5,0.09,0.07,11.79
4285,29.18,24.15,0.11,0.46,5.18
4286,29.74,27.24,0.11,0.66,53.22
4287,33.33,26.46,0.72,0.3,62.27
4288,29.5,27.21,0.14,0.31,40.35
4289,26.49,31.89,0.47,0.12,79.79
4290,32.44,28.27,0.36,0.42,68.67
4291,29.02,34.22,0.55,0.99,98.58
4292,23.03,25.82,0.71,0.29,13.79
4293,29.36,27.4,0.68,0.53,5.83
4294,33.8,32.23,0.52,0.74,27.48
4295,27.15,29.1,0.46,0.01,1.91
4296,25.85,29.11,0.4,0.9,93.26
4297,23.87,22.69,0.86,0.39,30.4
4298,23.97,27.18,0.33,0.87,55.24
4299,27.63,25.52,0.26,0.04,31.81
4300,29.74,34.99,0.74,0.15,24.58
4301,23.05,26.01,0.36,0.32,15.24
4302,34.21,33.5,0.85,0.35,32.04
4303,31.82,30.79,0.33,0.85,61.54
4304,29.63,26.43,0.7,0.01,97.16
4305,32.77,29.07,0.05,0.64,55.81
4306,23.04,32.93,0.39,0.13,53.27
4307,28.2,33.48,0.34,0.82,3.53
4308,30.19,24.09,0.82,0.78,84.01
4309,32.77,26.41,0.97,0.5,4.48
4310,32.19,26.36,0.46,0.21,90.62
4311,25.6,22.55,0.82,0.63,53.87
4312,34.23,29.78,0.7,0.16,16.85
4313,23.62,33.11,0.97,0.19,45.17
4314,33.38,26.96,0.81,0.63,99.5
4315,34.62,31.62,0.08,0.99,30.51
4316,24.3,30.16,0.71,0.89,26.95
4317,31.39,26.88,0.54,0.59,11.8
4318,22.52,23.83,0.02,0.54,59.71
4319,27.27,31.22,0.25,1.0,8.92
4320,28.71,33.11,0.92,0.55,76.6
4321,29.55,30.92,0.93,0.42,91.92
4322,34.17,22.23,0.8,0.91,93.19
4323,30.74,24.81,0.98,0.23,10.79
4324,28.26,22.9,0.81,0.1,55.83
4325,32.53,29.42,0.01,0.63,9.71
4326,34.36,31.83,0.29,0.1,57.2
4327,22.29,23.44,0.03,0.37,81.5
4328,34.77,32.9,0.09,0.42,53.78
4329,23.12,29.22,0.22,0.55,87.21
4330,32.59,30.97,0.5,0.99,80.17
4331,25.64,34.63,0.85,0.22,27.65
4332,23.72,23.09,0.86,0.38,63.01
4333,27.72,33.72,0.62,0.13,0.74
4334,30.37,23.64,0.93,0.61,39.6
4335,26.95,27.11,0.5,0.73,23.8
4336,22.71,33.07,0.89,0.48,93.71
4337,29.79,33.78,0.45,0.25,40.54
4338,33.73,28.58,0.28,0.62,65.41
4339,26.98,29.72,0.92,0.54,73.2
4340,24.81,31.21,0.39,0.17,77.32
4341,27.75,32.83,0.5,0.41,73.58
4342,22.63,23.58,0.33,0.44,28.92
4343,32.67,32.53,0.66,0.98,68.61
4344,32.74,28.26,1.0,0.85,54.9
4345,29.64,27.86,0.03,0.73,59.74
4346,26.59,27.51,0.9,0.89,0.08
4347,32.4,28.62,0.0,0.74,25.83
4348,29.21,34.29,0.36,0.9,93.07
4349,32.74,29.13,0.17,0.05,29.01
4350,30.21,34.39,0.76,0.46,43.8
4351,32.2,24.34,0.05,0.75,18.67
4352,29.78,31.41,0.55,0.58,13.86
4353,27.38,32.56,0.29,0.18,20.87
4354,34.45,30.83,0.13,0.34,55.36
4355,29.03,29.89,0.77,0.32,91.9
4356,29.87,29.34,0.22,0.26,32.62
4357,24.87,33.19,0.22,0.34,32.34
4358,30.13,32.68,0.28,0.51,56.41
4359,29.43,23.59,0.59,0.85,35.67
4360,24.4,33.03,0.66,0.74,91.04
4361,22.77,27.38,0.02,0.84,37.78
4362,29.86,25.3,0.24,0.88,49.04
4363,31.93,33.31,0.43,0.42,53.34
4364,28.8,27.62,0.33,0.35,78.21
4365,24.95,32.51,0.88,0.06,56.39
4366,30.66,25.42,0.79,0.93,23.92
4367,23.04,22.05,0.63,0.07,12.4
4368,27.74,28.44,0.34,0.74,93.78
4369,24.12,23.3,0.7,0.38,80.16
4370,24.4,31.81,0.84,0.95,2.3
4371,24.63,25.59,0.59,0.42,82.15
4372,27.03,27.77,0.78,0.82,59.06
4373,22.66,23.13,0.75,0.28,51.89
4374,27.17,25.73,0.57,0.3,1.22
4375,28.65,32.16,0.31,0.6,78.09
4376,28.28,23.97,0.75,1.0,19.81
4377,26.98,30.41,0.21,0.52,72.8
4378,32.91,33.93,0.78,0.94,1.59
4379,23.89,30.84,0.8,0.79,79.64
4380,28.57,32.54,0.82,0.8,2.3
4381,22.81,23.42,0.47,0.44,23.59
4382,22.93,25.26,0.19,0.39,26.83
4383,29.46,33.63,0.1,0.19,15.75
4384,29.36,31.3,0.74,0.96,48.11
4385,33.41,30.31,0.89,0.96,28.37
4386,29.25,30.63,0.65,0.75,99.33
4387,34.48,27.38,0.14,0.3,58.0
4388,22.63,22.58,0.93,0.25,56.65
4389,23.27,32.2,0.99,0.99,22.09
4390,22.57,30.82,0.43,0.07,40.87
4391,24.41,28.15,0.59,0.84,12.4
4392,29.04,33.7,0.78,0.36,76.25
4393,30.39,26.37,0.74,0.42,33.12
4394,22.59,25.83,0.97,0.83,75.2
4395,34.3,33.35,0.11,0.09,37.17
4396,32.95,32.36,0.58,0.35,98.88
4397,25.86,28.69,0.69,0.95,17.11
4398,23.0,23.7,0.89,0.7,0.15
4399,24.21,24.8,0.87,0.75,59.48
4400,23.65,30.53,0.98,0.76,95.3
4401,23.6,27.01,0.51,0.06,64.71
4402,28.74,32.87,0.83,0.2,8.57
4403,25.2,34.35,0.43,0.49,54.05
4404,26.66,32.47,0.42,0.37,90.95
4405,34.86,26.91,0.25,0.41,0.65
4406,30.9,32.25,0.82,0.78,16.69
4407,34.34,26.57,0.99,0.01,81.46
4408,23.85,24.17,0.26,0.66,89.39
4409,26.97,22.43,0.06,0.0,70.72
4410,29.21,27.01,0.82,0.06,99.16
4411,23.0,33.75,0.62,0.41,9.02
4412,22.05,25.11,0.96,0.84,54.57
4413,30.72,24.68,0.25,0.14,68.5
4414,30.34,34.61,0.07,0.55,70.26
4415,27.34,22.33,0.49,0.68,79.35
4416,28.37,32.22,0.09,0.23,91.76
4417,27.4,26.18,0.26,0.51,36.16
4418,22.31,22.49,0.13,0.91,4.3
4419,26.36,33.93,0.22,0.51,36.24
4420,24.3,23.82,0.11,0.16,67.16
4421,23.28,29.17,0.95,0.63,21.35
4422,34.44,25.56,0.28,0.59,81.0
4423,29.79,22.85,0.44,0.03,21.98
4424,31.47,22.65,0.9,0.09,1.01
4425,26.1,23.5,0.68,0.16,50.81
4426,27.11,22.93,0.62,0.14,72.65
4427,25.08,31.89,0.71,0.26,34.97
4428,23.26,28.31,0.83,0.45,74.89
4429,24.33,26.46,0.88,0.37,43.84
4430,32.37,27.44,0.64,0.89,17.17
4431,30.81,34.08,0.89,0.61,9.06
4432,29.11,33.84,0.54,0.88,71.06
4433,28.18,31.3,0.28,0.53,38.57
4434,33.99,33.5,0.88,0.09,91.28
4435,22.95,26.16,0.54,0.46,54.03
4436,25.65,26.95,0.91,0.82,34.84
4437,26.55,29.98,0.04,0.19,34.9
4438,32.17,30.11,0.4,0.09,13.14
4439,34.9,28.26,0.95,0.33,59.38
4440,25.13,27.21,0.25,0.39,58.22
4441,33.37,34.82,0.94,0.31,80.0
4442,32.8,32.67,0.95,0.14,20.12
4443,24.92,27.65,0.88,0.25,29.08
4444,27.19,31.45,0.56,0.68,9.72
4445,27.33,25.5,0.65,0.39,29.53
4446,34.72,23.3,0.87,0.63,42.81
4447,24.35,26.58,0.78,0.54,96.4
4448,32.39,27.24,0.63,0.55,65.31
4449,26.34,22.21,0.98,0.25,78.29
4450,31.5,32.59,0.69,0.52,32.55
4451,27.46,26.67,0.98,0.02,14.45
4452,29.52,29.55,0.06,0.43,25.67
4453,32.82,22.96,0.14,0.57,25.65
4454,32.45,24.27,0.45,0.18,58.31
4455,33.26,33.57,0.38,0.26,34.15
4456,22.78,29.91,0.78,0.22,85.74
4457,31.0,34.35,0.16,0.07,98.85
4458,23.82,34.98,0.98,0.35,34.33
4459,27.41,26.83,0.32,0.98,70.51
4460,29.13,25.88,0.43,0.35,65.75
4461,27.24,33.16,0.27,0.46,19.45
4462,28.75,34.98,0.58,0.65,91.8
4463,34.95,30.19,0.06,0.65,19.94
4464,23.76,32.34,0.15,0.95,73.7
4465,30.78,32.16,0.75,0.86,34.76
4466,27.15,26.62,0.19,0.79,36.71
4467,23.73,29.47,0.24,0.95,45.54
4468,24.06,32.83,0.79,0.23,86.45
4469,34.34,30.95,0.09,0.62,14.03
4470,33.43,22.28,0.44,0.89,5.46
4471,33.79,26.38,0.02,0.62,40.2
4472,34.89,23.88,0.35,0.98,5.56
4473,24.71,25.03,0.7,0.1,68.76
4474,26.62,33.77,0.09,0.44,76.03
4475,30.7,22.48,0.89,0.98,85.47
4476,28.29,24.86,0.91,0.38,74.38
4477,27.44,26.02,0.1,0.74,91.64
4478,26.65,30.02,0.99,0.03,74.83
4479,29.72,28.94,0.3,0.69,93.61
4480,29.48,24.84,0.08,0.93,19.31
4481,24.1,24.14,0.01,0.38,49.99
4482,28.13,25.08,0.41,0.02,99.39
4483,29.2,28.53,0.63,0.03,68.16
4484,29.41,25.53,0.33,0.89,87.86
4485,24.73,34.32,0.84,0.72,3.04
4486,31.65,28.03,0.72,0.11,87.18
4487,22.33,22.76,0.35,0.05,69.77
4488,26.61,31.48,0.73,0.8,17.08
4489,32.14,26.27,0.94,0.81,2.57
4490,29.33,30.5,0.09,0.12,25.99
4491,25.4,25.63,0.31,0.3,91.58
4492,31.03,29.42,0.46,0.78,66.81
4493,29.38,32.04,0.5,0.53,91.95
4494,32.35,34.06,0.54,0.96,44.62
4495,31.56,25.39,0.3,0.48,93.66
4496,29.93,26.35,0.67,0.68,46.3
4497,28.35,28.04,0.65,0.51,20.43
4498,23.73,34.05,0.58,0.94,15.14
4499,25.4,33.72,0.11,0.4,99.38
4500,27.45,23.17,0.48,0.23,33.39
4501,29.79,23.72,0.36,0.33,16.01
4502,28.68,28.44,0.49,0.85,0.84
4503,25.75,23.39,0.92,0.5,28.56
4504,22.08,26.49,0.48,0.35,88.91
4505,28.45,23.93,0.01,0.54,53.4
4506,25.71,30.27,0.44,0.13,63.24
4507,31.55,34.34,0.82,0.01,92.24
4508,22.31,34.96,0.78,0.28,51.28
4509,29.6,26.88,0.51,0.61,83.83
4510,34.24,29.79,0.25,0.71,32.38
4511,24.27,33.13,0.47,0.83,97.71
4512,28.13,23.53,0.56,0.93,7.88
4513,23.19,30.96,1.0,0.41,72.48
4514,30.13,27.31,0.64,0.74,66.06
4515,29.16,24.68,0.69,0.07,19.17
4516,27.3,27.24,0.49,0.06,38.88
4517,28.78,22.99,0.35,0.12,31.28
4518,33.66,31.04,0.81,0.45,9.45
4519,24.55,25.29,0.49,0.21,58.48
4520,22.29,26.05,0.99,0.29,99.37
4521,33.2,23.57,0.46,0.65,55.96
4522,29.5,33.24,0.07,0.36,54.53
4523,33.58,28.41,0.68,0.56,4.03
4524,29.76,29.44,0.05,0.41,13.92
4525,32.53,29.4,0.25,0.17,51.32
4526,27.59,27.34,0.35,0.07,98.52
4527,31.75,24.5,0.74,0.24,87.66
4528,33.87,31.69,0.49,0.06,34.02
4529,29.44,23.65,0.03,0.62,54.3
4530,24.35,23.35,0.62,0.8,55.27
4531,25.49,31.23,0.41,0.34,68.54
4532,24.58,24.71,0.92,0.39,68.78
4533,25.21,25.99,0.5,0.82,78.98
4534,25.98,28.18,0.71,0.22,2.5
4535,29.22,27.84,0.22,0.12,94.37
4536,29.64,31.21,0.76,0.5,7.01
4537,27.54,30.1,0.72,0.65,47.62
4538,30.0,30.38,0.9,0.6,91.96
4539,23.06,31.28,0.03,0.71,48.77
4540,23.14,25.8,0.45,0.06,6.36
4541,24.23,26.19,0.68,0.43,22.92
4542,28.74,27.69,0.1,0.24,57.87
4543,24.78,26.0,0.41,0.76,8.79
4544,25.68,34.8,0.94,0.87,42.37
4545,27.2,32.58,0.44,0.28,32.91
4546,32.55,24.14,0.99,0.1,81.52
4547,22.18,22.07,0.06,0.25,11.01
4548,30.44,22.56,0.72,0.1,68.28
4549,30.7,25.17,0.58,0.32,40.66
4550,32.38,23.49,0.5,0.54,58.78
4551,34.13,28.93,0.97,0.97,20.55
4552,22.26,33.15,0.13,0.4,60.97
4553,24.0,31.58,0.9,0.22,67.4
4554,33.52,24.8,0.69,0.17,7.02
4555,27.96,27.19,0.26,0.17,82.43
4556,29.34,28.6,0.9,0.19,86.13
4557,30.62,32.53,0.43,0.76,6.36
4558,30.83,32.91,0.81,0.06,60.32
4559,34.11,33.83,0.39,1.0,59.4
4560,34.96,28.62,0.85,0.52,1.25
4561,31.36,31.03,0.64,0.54,34.23
4562,25.73,23.45,0.14,0.36,96.89
4563,33.44,29.35,0.65,0.69,55.55
4564,22.64,25.23,0.19,0.47,93.32
4565,25.0,27.61,0.41,0.33,67.56
4566,33.67,30.24,0.17,0.27,2.84
4567,25.33,25.34,0.02,0.93,7.77
4568,24.87,22.68,0.21,0.29,72.22
4569,23.8,22.13,0.54,0.44,55.46
4570,33.17,22.29,0.48,0.35,12.72
4571,28.5,22.11,0.5,0.09,61.41
4572,30.77,23.43,0.25,0.19,81.03
4573,25.11,25.11,0.69,0.19,75.3
4574,31.85,24.88,0.7,0.69,24.62
4575,31.88,34.83,0.36,0.41,25.82
4576,26.06,25.98,0.88,0.78,96.78
4577,27.34,23.66,0.64,0.71,88.74
4578,24.73,29.09,0.71,0.19,31.83
4579,34.7,33.15,0.28,0.56,82.41
4580,30.39,30.81,0.0,0.74,16.17
4581,34.15,25.85,0.87,0.63,19.68
4582,25.94,29.3,0.82,0.6,18.12
4583,32.16,31.29,0.12,0.74,8.77
4584,31.96,31.47,0.37,0.06,85.47
4585,30.99,30.66,0.66,0.73,57.88
4586,34.55,33.32,0.65,0.27,25.9
4587,27.12,33.31,0.86,0.57,84.87
4588,23.7,29.53,0.14,0.24,80.26
4589,30.73,27.59,0.43,0.84,10.1
4590,31.48,30.34,0.1,0.48,64.41
4591,29.48,32.64,0.39,0.64,72.18
4592,24.69,22.07,0.02,0.79,71.58
4593,28.56,34.9,0.9,0.9,72.31
4594,26.06,24.38,0.53,0.73,16.95
4595,27.56,28.11,0.85,0.15,31.51
4596,30.39,33.34,0.06,0.85,84.42
4597,31.69,24.93,0.23,0.62,89.84
4598,25.02,28.2,0.26,0.61,27.92
4599,27.27,23.72,0.39,0.92,2.3
4600,25.5,27.14,0.8,0.25,85.98
4601,24.58,24.3,0.39,0.24,37.71
4602,32.18,26.73,0.2,0.51,32.95
4603,33.82,26.86,0.06,0.75,34.7
4604,26.81,34.91,0.08,0.45,41.57
4605,31.77,34.93,0.76,0.63,37.83
4606,33.66,23.49,0.44,0.45,56.64
4607,33.0,31.44,0.73,0.61,7.89
4608,24.38,22.67,0.68,0.82,97.15
4609,34.43,22.39,0.14,0.18,93.65
4610,26.9,23.37,0.14,0.7,93.44
4611,26.41,34.55,0.76,0.79,87.93
4612,22.81,34.23,0.72,0.45,66.03
4613,28.32,24.52,0.38,0.32,22.11
4614,23.42,24.1,0.08,0.01,4.95
4615,25.23,25.13,0.01,0.8,9.93
4616,26.12,28.7,0.29,0.33,32.4
4617,32.51,29.41,0.01,0.36,50.39
4618,33.38,24.88,0.23,0.34,99.33
4619,25.93,31.84,0.42,0.5,43.54
4620,33.16,26.02,0.12,0.7,52.46
4621,33.14,33.99,0.1,0.77,69.52
4622,31.94,30.54,0.9,0.39,18.07
4623,23.91,27.67,0.59,0.66,93.28
4624,30.97,32.27,0.93,0.72,52.9
4625,34.29,32.63,0.35,0.3,27.63
4626,30.87,25.78,0.68,0.1,93.51
4627,26.31,26.42,0.2,0.89,62.55
4628,28.51,34.17,0.62,0.68,48.37
4629,30.39,24.14,0.13,0.65,58.02
4630,28.64,22.55,0.0,0.06,74.83
4631,23.56,27.9,0.93,0.82,15.45
4632,26.06,32.42,0.55,0.57,86.48
4633,32.43,32.03,0.93,0.85,95.95
4634,33.2,33.95,0.33,0.97,56.7
4635,23.78,28.93,0.33,0.96,68.23
4636,34.38,23.3,0.4,0.86,85.98
4637,26.27,29.65,0.71,0.01,37.48
4638,30.61,32.12,0.57,0.89,99.28
4639,31.77,23.21,0.93,0.08,68.05
4640,32.56,24.24,0.03,0.85,42.4
4641,34.29,22.16,0.71,0.28,67.73
4642,26.07,29.72,0.33,0.61,52.17
4643,33.16,33.53,0.18,0.04,11.16
4644,23.71,30.72,0.51,0.77,79.59
4645,31.17,34.77,0.51,0.11,56.44
4646,31.65,22.82,0.14,0.41,79.58
4647,30.81,33.74,0.2,0.82,15.49
4648,25.28,32.58,0.41,0.7,53.84
4649,33.35,26.09,0.41,0.01,76.66
4650,24.2,34.66,0.32,0.4,98.83
4651,22.7,25.74,0.15,0.04,88.44
4652,31.33,33.56,0.0,0.67,86.43
4653,28.18,33.45,0.97,0.97,24.75
4654,33.04,31.85,0.94,0.66,83.8
4655,26.98,29.33,0.48,0.22,16.93
4656,24.19,23.56,1.0,0.36,19.81
4657,32.87,28.92,0.67,0.98,11.01
4658,29.14,26.64,0.07,0.22,85.76
4659,24.46,32.3,0.12,0.56,10.83
4660,31.36,31.86,0.92,0.4,13.81
4661,28.64,33.84,0.63,0.77,24.59
4662,29.86,22.19,0.84,0.87,57.27
4663,27.99,32.52,0.9,0.34,88.02
4664,32.77,34.2,0.45,0.66,41.82
4665,32.78,32.26,0.05,0.55,54.63
4666,31.22,23.69,0.19,0.28,16.65
4667,23.37,23.06,0.07,0.27,26.59
4668,32.91,22.27,0.19,0.54,13.39
4669,30.72,30.17,0.41,0.15,40.99
4670,31.06,30.19,0.12,0.81,59.03
4671,26.72,34.83,0.17,0.07,28.4
4672,33.43,27.17,0.45,0.09,84.6
4673,31.43,26.31,0.34,0.34,98.12
4674,23.46,30.12,0.47,0.12,12.02
4675,27.3,32.73,0.43,0.48,1.79
4676,33.52,34.18,0.64,0.4,78.98
4677,22.61,32.44,0.94,0.72,19.06
4678,34.5,27.55,0.11,0.95,35.31
4679,30.83,30.25,0.1,0.75,39.42
4680,30.21,33.13,0.85,0.18,91.66
4681,25.52,28.38,0.51,0.94,65.88
4682,25.23,24.82,0.77,0.39,4.06
4683,34.25,24.21,0.22,0.47,1.48
4684,25.88,22.0,0.83,0.42,19.96
4685,32.08,31.34,0.92,0.28,31.82
4686,27.11,23.44,0.64,0.9,48.45
4687,23.81,25.17,0.11,0.33,83.78
4688,22.14,25.87,0.9,0.58,31.48
4689,29.08,29.28,0.79,0.24,37.65
4690,34.69,27.17,0.75,0.8,32.93
4691,26.8,30.77,0.04,0.77,0.9
4692,26.64,22.72,0.8,0.3,95.52
4693,26.47,23.61,0.14,0.68,13.9
4694,28.77,28.49,0.22,0.7,28.77
4695,27.73,26.38,0.58,0.56,12.93
4696,33.44,25.85,0.26,0.6,49.05
4697,28.57,22.87,0.66,0.57,93.22
4698,28.6,33.64,0.61,0.08,10.07
4699,23.8,30.99,0.11,0.67,44.09
4700,34.78,23.58,0.66,0.47,2.24
4701,25.25,22.85,0.92,0.44,77.09
4702,22.95,34.67,0.16,0.86,64.12
4703,30.62,30.86,0.6,0.02,69.97
4704,29.74,27.43,0.34,0.25,47.23
4705,27.4,31.12,0.46,0.12,90.76
4706,27.49,31.83,0.29,0.04,40.96
4707,32.21,32.14,0.35,0.28,51.41
4708,24.54,28.21,0.03,0.99,69.53
4709,32.66,27.59,0.98,0.27,52.06
4710,30.43,22.14,0.62,0.66,18.93
4711,27.45,34.05,0.5,0.12,31.71
4712,27.95,29.84,0.38,0.6,9.23
4713,25.34,24.64,0.54,0.98,43.26
4714,31.78,33.95,0.38,0.29,60.94
4715,28.67,33.89,0.36,0.85,11.85
4716,26.17,34.86,0.46,1.0,63.06
4717,29.75,33.36,0.28,0.59,89.29
4718,34.94,34.97,0.18,0.31,33.77
4719,27.66,25.18,0.56,0.67,22.2
4720,33.97,32.95,0.84,0.84,89.3
4721,26.49,32.7,0.15,0.17,69.19
4722,22.71,25.0,0.03,0.45,10.54
4723,24.66,23.28,0.25,0.32,40.81
4724,27.44,34.73,0.98,0.28,67.41
4725,24.86,25.85,0.83,0.86,57.44
4726,22.0,33.32,0.6,0.42,61.85
4727,33.9,22.05,0.93,0.34,56.71
4728,32.97,22.27,0.45,0.6,79.81
4729,31.65,28.06,0.98,0.22,32.04
4730,24.18,25.1,0.3,0.23,70.85
4731,23.56,30.97,0.24,0.52,99.11
4732,22.88,29.35,0.64,0.41,39.0
4733,31.41,23.01,0.38,0.29,79.1
4734,34.07,24.11,0.63,0.05,24.61
4735,27.6,27.04,0.3,0.52,28.19
4736,23.55,24.41,0.62,0.82,93.49
4737,28.66,32.3,0.28,0.85,2.59
4738,26.53,27.41,0.05,0.24,21.74
4739,26.87,23.21,0.91,0.6,48.29
4740,30.08,28.3,0.88,0.86,40.18
4741,31.34,23.18,0.97,0.41,62.92
4742,23.44,23.68,0.72,0.93,19.27
4743,22.46,25.11,0.68,0.9,7.05
4744,34.93,33.17,0.56,0.21,36.93
4745,25.03,34.02,0.13,0.26,52.44
4746,22.7,32.74,0.19,0.18,56.2
4747,24.47,26.34,0.29,0.2,60.15
4748,22.51,25.54,0.89,0.91,54.87
4749,27.09,29.14,0.17,0.93,24.58
4750,32.43,31.38,0.92,0.05,76.45
4751,26.44,34.91,0.52,0.59,8.78
4752,27.77,23.71,0.72,0.56,19.84
4753,30.78,22.64,0.11,0.39,73.94
4754,28.62,31.03,0.27,0.63,27.97
4755,33.2,32.82,0.96,0.95,49.35
4756,33.26,33.0,0.27,0.17,32.72
4757,22.13,30.82,0.3,0.12,50.7
4758,32.11,34.4,0.2,0.03,34.67
4759,27.99,28.64,0.13,0.36,99.42
4760,34.85,33.88,0.23,0.34,35.75
4761,28.28,34.58,0.64,0.43,62.7
4762,34.83,33.01,0.46,0.5,88.83
4763,31.81,26.03,0.55,0.76,63.79
4764,25.23,24.55,0.12,0.39,56.59
4765,29.0,29.13,0.8,0.33,56.92
4766,34.9,27.89,0.78,0.83,49.65
4767,33.15,33.41,0.02,0.85,80.76
4768,23.27,23.3,0.38,0.23,5.04
4769,31.18,25.35,0.07,0.31,88.51
4770,26.49,31.77,0.79,0.83,58.63
4771,22.09,23.23,0.74,0.08,84.89
4772,27.25,26.17,0.9,0.33,1.04
4773,25.05,27.03,0.24,0.45,86.93
4774,32.65,30.09,0.46,0.19,12.01
4775,26.39,24.06,0.18,0.18,72.12
4776,32.76,33.19,0.37,0.42,41.65
4777,22.01,27.82,0.52,0.75,68.11
4778,26.0,33.92,0.05,0.84,62.82
4779,25.14,28.08,0.71,0.98,16.34
4780,25.04,25.58,0.54,0.07,51.46
4781,22.89,23.84,0.83,0.22,27.72
4782,24.43,22.05,0.27,0.76,56.04
4783,29.22,28.92,0.9,0.54,73.8
4784,25.79,23.39,1.0,0.33,8.13
4785,27.43,27.09,0.92,0.21,51.58
4786,26.9,29.66,0.78,0.28,61.76
4787,33.39,25.58,0.81,0.43,29.54
4788,33.77,24.28,0.57,0.18,95.3
4789,28.41,32.07,0.19,0.96,52.03
4790,26.29,34.31,0.68,0.11,18.25
4791,23.39,23.31,0.71,0.99,10.78
4792,34.39,24.02,0.99,0.84,54.17
4793,22.78,34.48,0.54,0.42,37.52
4794,25.87,22.49,0.27,0.74,19.25
4795,25.87,34.71,0.68,0.67,3.07
4796,26.17,22.06,0.98,0.21,56.66
4797,24.14,33.36,0.18,0.34,59.86
4798,32.18,26.0,0.33,0.51,14.18
4799,23.59,34.2,0.54,0.64,60.17
4800,30.25,26.12,0.17,0.54,95.2
4801,23.61,30.51,0.02,0.47,97.83
4802,22.92,23.04,0.34,0.44,88.85
4803,33.82,25.15,0.87,0.5,80.71
4804,24.47,32.06,0.04,0.43,20.94
4805,32.68,28.87,0.43,0.54,15.64
4806,29.08,34.06,0.76,0.89,44.49
4807,23.01,27.57,0.95,0.63,61.96
4808,34.42,33.31,0.99,0.72,85.07
4809,25.21,27.84,0.42,0.6,23.2
4810,33.18,34.73,0.95,0.64,47.96
4811,24.19,34.48,0.04,0.58,64.74
4812,33.1,26.28,0.75,0.03,44.56
4813,22.17,33.52,0.64,1.0,45.42
4814,28.65,33.02,0.25,0.03,22.51
4815,32.0,24.74,0.51,0.4,98.67
4816,34.15,30.12,0.13,0.11,47.52
